	patient	component_size	other	CD15-Tumor	CD15+Tumor	Tcell	Bcell	BnTcell	Macrophage	Neutrophil	DC
564	0217	185	0.07027027027027027	0.42162162162162165	0.0	0.15135135135135136	0.016216216216216217	0.005405405405405406	0.33513513513513515	0.0	0.0
565	0217	183	0.41530054644808745	0.273224043715847	0.0	0.21311475409836064	0.00546448087431694	0.0	0.09289617486338798	0.0	0.0
566	0217	611	0.45990180032733224	0.15220949263502456	0.0016366612111292963	0.2978723404255319	0.004909983633387889	0.0	0.08019639934533551	0.0016366612111292963	0.0016366612111292963
567	0217	343	0.19533527696793002	0.40524781341107874	0.0029154518950437317	0.1661807580174927	0.0029154518950437317	0.0	0.2099125364431487	0.011661807580174927	0.0058309037900874635
568	0217	127	0.15748031496062992	0.4251968503937008	0.0	0.14173228346456693	0.03937007874015748	0.015748031496062992	0.2204724409448819	0.0	0.0
569	0217	121	0.21487603305785125	0.33884297520661155	0.0	0.39669421487603307	0.01652892561983471	0.0	0.0	0.008264462809917356	0.024793388429752067
570	0217	119	0.5210084033613446	0.13445378151260504	0.0	0.2773109243697479	0.008403361344537815	0.0	0.008403361344537815	0.0	0.05042016806722689
571	0217	110	0.18181818181818182	0.44545454545454544	0.0	0.17272727272727273	0.03636363636363636	0.11818181818181818	0.0	0.0	0.045454545454545456
572	0217	110	0.20909090909090908	0.2909090909090909	0.0	0.37272727272727274	0.00909090909090909	0.09090909090909091	0.00909090909090909	0.01818181818181818	0.0
573	0217	852	0.21948356807511737	0.3392018779342723	0.0	0.2981220657276995	0.05985915492957746	0.07042253521126761	0.009389671361502348	0.0	0.0035211267605633804
574	0217	463	0.3563714902807775	0.21382289416846653	0.0	0.2678185745140389	0.04103671706263499	0.017278617710583154	0.09719222462203024	0.0021598272138228943	0.004319654427645789
575	0217	541	0.26062846580406657	0.39186691312384475	0.0	0.23475046210720887	0.0036968576709796672	0.0	0.10720887245841035	0.0	0.0018484288354898336
576	0217	110	0.4909090909090909	0.19090909090909092	0.0	0.2	0.00909090909090909	0.0	0.10909090909090909	0.0	0.0
577	0217	280	0.375	0.2785714285714286	0.0	0.21785714285714286	0.02857142857142857	0.010714285714285714	0.08928571428571429	0.0	0.0
578	0217	2205	0.3922902494331066	0.11473922902494331	0.0	0.2680272108843537	0.08435374149659863	0.058503401360544216	0.07936507936507936	0.0027210884353741495	0.0
579	0217	90	0.4444444444444444	0.2111111111111111	0.0	0.28888888888888886	0.0	0.0	0.05555555555555555	0.0	0.0
580	0217	160	0.35	0.40625	0.0	0.175	0.00625	0.0	0.0625	0.0	0.0
581	0217	73	0.1232876712328767	0.3698630136986301	0.0	0.2876712328767123	0.0	0.0	0.1917808219178082	0.0	0.0273972602739726
582	0217	287	0.25435540069686413	0.32752613240418116	0.003484320557491289	0.21602787456445993	0.0	0.0	0.1916376306620209	0.006968641114982578	0.0
583	0217	1534	0.26792698826597133	0.2894393741851369	0.0	0.288135593220339	0.02216427640156454	0.007170795306388526	0.12320730117340287	0.0	0.001955671447196871
584	0217	1414	0.35289957567185287	0.2355021216407355	0.0014144271570014145	0.26732673267326734	0.014144271570014143	0.005657708628005658	0.1188118811881188	0.0014144271570014145	0.002828854314002829
585	0217	334	0.31736526946107785	0.4161676646706587	0.0	0.20359281437125748	0.0	0.0	0.06287425149700598	0.0	0.0
586	0217	90	0.5111111111111111	0.12222222222222222	0.0	0.32222222222222224	0.0	0.011111111111111112	0.03333333333333333	0.0	0.0
